; airway by Sungho Kim - All rights reserved
; 
; DO NOT used for sale or commercial use.
; DO NOT used for real world aviation.
; 
; contact point: worstrocker@hanmail.net
;
; creation time: 2022/11/19 22:27:02
;
;
; < column definitions >
; 1 - the name of the point
; 2-3 - latitude and the longitude of the point
; 4 - ignored
; 5 - the name of the airway
; 6 - the type of the airway
; 7 - the previous point along the airway
; 8-9 - ignored (but actually the latitude and the longitude of the previous point)
; 10 - minimum altitude
; 11 - airway can be used from previous to this point
; 12-16 is the same as 7-11 but for the next point
;
; airway priority is needed due to euroscope bug
; (if well-known fix is included in unusual airway, euroscope search that unusual airway first other than well-known airway route)
;
INVOK	34.788609	129.322969	14	Z91	B	PSN	35.122605	128.999558	0	Y				0	Y
PSN	35.122605	128.999558	14	Z91	B				0	Y	INVOK	34.788609	129.322969	0	Y
ATOTI	30.003558	125.198157	14	Z86	B	BONSO	30.477778	125.147499	0	Y				0	Y
BONSO	30.477778	125.147499	14	Z86	B				0	Y	ATOTI	30.003558	125.198157	0	Y
RUGMA	32.503340	126.964724	14	Z85	B	PAPLU	33.578056	127.060278	0	Y				0	Y
PAPLU	33.578056	127.060278	14	Z85	B	BILUM	33.770278	127.077500	0	Y	RUGMA	32.503340	126.964724	0	Y
BILUM	33.770278	127.077500	14	Z85	B				0	Y	PAPLU	33.578056	127.060278	0	Y
KALEK	35.208889	129.884722	14	Z84	B	PSN	35.122605	128.999558	0	Y				0	Y
PSN	35.122605	128.999558	14	Z84	B				0	Y	KALEK	35.208889	129.884722	0	Y
ANROD	34.632778	128.497778	14	Z83	B	ENGOT	34.809444	128.497778	0	Y				0	Y
ENGOT	34.809444	128.497778	14	Z83	B	SARAM	35.122667	128.524500	0	Y	ANROD	34.632778	128.497778	0	Y
SARAM	35.122667	128.524500	14	Z83	B	MASTA	35.479722	128.561111	0	Y	ENGOT	34.809444	128.497778	0	Y
MASTA	35.479722	128.561111	14	Z83	B	TGU	35.810000	128.590833	0	Y	SARAM	35.122667	128.524500	0	Y
TGU	35.810000	128.590833	14	Z83	B				0	Y	MASTA	35.479722	128.561111	0	Y
PANSI	33.003888	126.206944	14	Z82	B	CJU	33.384611	126.624111	0	Y				0	Y
CJU	33.384611	126.624111	14	Z82	B				0	Y	PANSI	33.003888	126.206944	0	Y
CJU	33.384611	126.624111	14	Z81	B	KIDOS	33.841111	126.567222	0	N				0	Y
KIDOS	33.841111	126.567222	14	Z81	B				0	Y	CJU	33.384611	126.624111	0	Y
NOMEX	37.686667	129.744722	14	Z63	B	PILIT	37.439274	129.294485	0	Y				0	Y
PILIT	37.439274	129.294485	14	Z63	B				0	Y	NOMEX	37.686667	129.744722	0	Y
DALPO	36.976389	124.414722	14	Z57	B	RILRO	37.175833	124.245000	0	Y				0	Y
RILRO	37.175833	124.245000	14	Z57	B				0	Y	DALPO	36.976389	124.414722	0	Y
IGRAS	37.312576	132.736237	14	Z56	B	SABET	37.641389	132.671944	0	Y				0	Y
SABET	37.641389	132.671944	14	Z56	B	PALDU	37.974665	132.606681	0	Y	IGRAS	37.312576	132.736237	0	Y
PALDU	37.974665	132.606681	14	Z56	B	KANSU	38.633333	132.475000	0	Y	SABET	37.641389	132.671944	0	Y
KANSU	38.633333	132.475000	14	Z56	B				0	Y	PALDU	37.974665	132.606681	0	Y
NONOS	36.679444	124.398056	14	Z55	B	AGAVO	37.166667	124.000000	0	Y				0	Y
AGAVO	37.166667	124.000000	14	Z55	B				0	Y	NONOS	36.679444	124.398056	0	Y
BASEM	36.843722	127.952694	14	Z53	B	TEBEX	36.561389	127.991389	0	Y				0	Y
TEBEX	36.561389	127.991389	14	Z53	B	BITUX	36.278630	128.028686	0	Y	BASEM	36.843722	127.952694	0	Y
BITUX	36.278630	128.028686	14	Z53	B				0	Y	TEBEX	36.561389	127.991389	0	Y
KAKSO	37.129055	127.443722	14	Z52	B	POSAN	36.937352	127.221525	0	Y				0	Y
POSAN	36.937352	127.221525	14	Z52	B	OLMEN	36.737056	126.991000	0	Y	KAKSO	37.129055	127.443722	0	Y
OLMEN	36.737056	126.991000	14	Z52	B				0	Y	POSAN	36.937352	127.221525	0	Y
BEDES	36.151388	126.812222	14	Z51	B	MOXID	36.386388	126.733055	0	N				0	Y
MOXID	36.386388	126.733055	14	Z51	B	BOPTA	36.735111	126.616222	0	N	BEDES	36.151388	126.812222	0	Y
BOPTA	36.735111	126.616222	14	Z51	B				0	Y	MOXID	36.386388	126.733055	0	Y
BULTI	36.722861	126.824917	14	Z50	B	SOT	37.091895	127.029759	0	Y				0	Y
SOT	37.091895	127.029759	14	Z50	B				0	Y	BULTI	36.722861	126.824917	0	Y
POTET	32.279969	127.039660	14	Z401	B	MIKES	29.586972	125.748167	0	Y				0	Y
MIKES	29.586972	125.748167	14	Z401	B				0	Y	POTET	32.279969	127.039660	0	Y
ISAKY	33.206186	129.653003	14	Z20	B	CAMAS	32.722536	128.262478	0	Y				0	Y
CAMAS	32.722536	128.262478	14	Z20	B	POTET	32.279969	127.039660	0	Y	ISAKY	33.206186	129.653003	0	Y
POTET	32.279969	127.039660	14	Z20	B				0	Y	CAMAS	32.722536	128.262478	0	Y
MEDIO	39.487731	137.538908	14	Z182	B	SEPCO	38.932153	137.129636	0	Y				0	Y
SEPCO	38.932153	137.129636	14	Z182	B	AKIAS	38.617195	136.901047	0	Y	MEDIO	39.487731	137.538908	0	Y
AKIAS	38.617195	136.901047	14	Z182	B	TAXUK	38.144797	136.562664	0	Y	SEPCO	38.932153	137.129636	0	Y
TAXUK	38.144797	136.562664	14	Z182	B	CELCA	37.488520	136.101117	0	Y	AKIAS	38.617195	136.901047	0	Y
CELCA	37.488520	136.101117	14	Z182	B				0	Y	TAXUK	38.144797	136.562664	0	Y
AKIAS	38.617195	136.901047	14	Z171	B	KAMSA	37.718056	133.733888	0	Y				0	Y
KAMSA	37.718056	133.733888	14	Z171	B				0	Y	AKIAS	38.617195	136.901047	0	Y
CELCA	37.488520	136.101117	14	Z17	B	SAMON	36.242856	134.503339	0	Y				0	Y
SAMON	36.242856	134.503339	14	Z17	B				0	Y	CELCA	37.488520	136.101117	0	Y
KAMSA	37.718056	133.733888	14	Z162	B	SEPCO	38.932153	137.129636	0	Y				0	Y
SEPCO	38.932153	137.129636	14	Z162	B				0	Y	KAMSA	37.718056	133.733888	0	Y
YP-10	37.502778	127.018889	14	YCorridor	B	YP-6	37.515833	126.996111	0	Y				0	Y
YP-10	37.502778	127.018889	14	YCorridor	B	YP-5	37.527222	127.012778	0	Y	YP-10	37.502778	127.018889	0	Y
YP-11	37.471389	127.032222	14	YCorridor	B	YP-10	37.502778	127.018889	0	Y	YP-10	37.502778	127.018889	0	Y
JP-6	37.516389	126.961111	14	YCorridor	B	YP-7	37.510278	126.981389	0	Y	YP-11	37.471389	127.032222	0	Y
YP-9	37.528056	126.975278	14	YCorridor	B	YP-8	37.518056	126.975556	0	Y	JP-6	37.516389	126.961111	0	Y
YP-8	37.518056	126.975556	14	YCorridor	B	YP-7	37.510278	126.981389	0	Y	YP-9	37.528056	126.975278	0	Y
YP-7	37.510278	126.981389	14	YCorridor	B	YP-6	37.515833	126.996111	0	Y	YP-8	37.518056	126.975556	0	Y
YP-6	37.515833	126.996111	14	YCorridor	B	YP-5	37.527222	127.012778	0	Y	YP-7	37.510278	126.981389	0	Y
YP-5	37.527222	127.012778	14	YCorridor	B	YP-4	37.535833	127.021389	0	Y	YP-6	37.515833	126.996111	0	Y
YP-4	37.535833	127.021389	14	YCorridor	B	YP-3	37.537500	127.035000	0	Y	YP-5	37.527222	127.012778	0	Y
YP-3	37.537500	127.035000	14	YCorridor	B	YP-2	37.530000	127.056944	0	Y	YP-4	37.535833	127.021389	0	Y
YP-2	37.530000	127.056944	14	YCorridor	B	YP-1	37.526111	127.064167	0	Y	YP-3	37.537500	127.035000	0	Y
YP-1	37.526111	127.064167	14	YCorridor	B				0	Y	YP-2	37.530000	127.056944	0	Y
APELA	34.723055	129.233333	14	Y782	B	PSN	35.122605	128.999558	0	Y				0	Y
PSN	35.122605	128.999558	14	Y782	B	KALOD	35.503013	128.773580	0	Y	APELA	34.723055	129.233333	0	Y
KALOD	35.503013	128.773580	14	Y782	B	TGU	35.810000	128.590833	0	Y	PSN	35.122605	128.999558	0	Y
TGU	35.810000	128.590833	14	Y782	B	BITUX	36.278630	128.028686	0	Y	KALOD	35.503013	128.773580	0	Y
BITUX	36.278630	128.028686	14	Y782	B	MAKDU	36.451624	127.819190	0	Y	TGU	35.810000	128.590833	0	Y
MAKDU	36.451624	127.819190	14	Y782	B	VASLI	36.712465	127.499448	0	Y	BITUX	36.278630	128.028686	0	Y
VASLI	36.712465	127.499448	14	Y782	B	OSPOT	36.838360	127.348583	0	Y	MAKDU	36.451624	127.819190	0	Y
OSPOT	36.838360	127.348583	14	Y782	B	SOT	37.091895	127.029759	0	Y	VASLI	36.712465	127.499448	0	Y
SOT	37.091895	127.029759	14	Y782	B	POLEG	37.213290	126.991343	0	Y	OSPOT	36.838360	127.348583	0	Y
POLEG	37.213290	126.991343	14	Y782	B	SEL	37.413816	126.928638	0	Y	SOT	37.091895	127.029759	0	Y
SEL	37.413816	126.928638	14	Y782	B				0	Y	POLEG	37.213290	126.991343	0	Y
BESNA	34.621667	129.130833	14	Y781	B	OMOTU	35.009167	128.839444	0	N				0	Y
OMOTU	35.009167	128.839444	14	Y781	B	ANKUS	35.125000	128.771111	0	N	BESNA	34.621667	129.130833	0	Y
ANKUS	35.125000	128.771111	14	Y781	B	MASTA	35.479722	128.561111	0	N	OMOTU	35.009167	128.839444	0	Y
